policy,param,value,scenario,seed,mean_reward,sla_violation_rate,embb_goodput_mbps,urllc_rtt_p95_ms,guardrail_intervention_rate,decision_latency_mean_ms
linucb,policy.linucb.alpha,0.25,adversarial,103,0.19110489844424985,0.037037037037037035,4.400569773284725,5.357655158100179,0.16296296296296298,0.12067333333386951
linucb,policy.linucb.alpha,0.25,adversarial,104,0.12386493080905847,0.02962962962962963,3.9181520671218606,5.833643052499221,0.11481481481481481,0.1110896296295407
linucb,policy.linucb.alpha,0.25,burst,100,0.1870368484838047,0.003703703703703704,2.8606774297747593,5.264737791113446,0.1814814814814815,0.11354296296249063
linucb,policy.linucb.alpha,0.25,burst,101,0.16504859353368606,0.011111111111111112,2.8168760652245424,5.333257864369412,0.05925925925925926,0.11500074074214589
linucb,policy.linucb.alpha,0.25,burst,102,0.1762941046467179,0.007407407407407408,2.807103899398573,5.240947090346925,0.04814814814814815,0.09774703703758153
linucb,policy.linucb.alpha,0.25,burst,103,0.16854279368953207,0.007407407407407408,2.7553580498951966,5.242937487139557,0.02962962962962963,0.10847518518483378
linucb,policy.linucb.alpha,0.25,burst,104,0.1871605947287554,0.003703703703703704,2.84495775401899,5.309098688645109,0.018518518518518517,0.13237370370373153
linucb,policy.linucb.alpha,0.25,ramp,100,0.3309406419399024,0.0,3.3134441953374942,4.138507249846417,0.003703703703703704,0.1319303703686122
linucb,policy.linucb.alpha,0.25,ramp,101,0.31771229625818875,0.003703703703703704,3.250835076216325,4.1563093790333605,0.025925925925925925,0.1425029629644912
linucb,policy.linucb.alpha,0.25,ramp,102,0.3140959763083372,0.003703703703703704,3.2722715548222125,4.179539352642031,0.040740740740740744,0.11949444444349376
linucb,policy.linucb.alpha,0.25,ramp,103,0.2903147228918257,0.003703703703703704,3.0973190724028314,4.765758058195333,0.0962962962962963,0.113509629627873
linucb,policy.linucb.alpha,0.25,ramp,104,0.33251917289867905,0.0,3.3291969448332925,4.268142239756562,0.10740740740740741,0.11250370370450785
linucb,policy.linucb.alpha,0.25,sawtooth,100,0.30658916322910407,0.003703703703703704,3.0115357117435715,3.334702693951512,0.014814814814814815,0.11263999999966001
linucb,policy.linucb.alpha,0.25,sawtooth,101,0.3466022633140271,0.007407407407407408,3.335099495426639,5.069781142372823,0.040740740740740744,0.11112592592547167
linucb,policy.linucb.alpha,0.25,sawtooth,102,0.34976450142156634,0.003703703703703704,3.334993393719397,5.224381080279238,0.018518518518518517,0.13041444444447145
linucb,policy.linucb.alpha,0.25,sawtooth,103,0.3468320462768222,0.003703703703703704,3.2835445237771017,5.144346802917386,0.025925925925925925,0.12508037037011693
linucb,policy.linucb.alpha,0.25,sawtooth,104,0.3485170122768479,0.007407407407407408,3.391747123502731,5.229770298740297,0.037037037037037035,0.14185592592691929
linucb,policy.linucb.alpha,0.5,adversarial,100,0.201608580735771,0.037037037037037035,4.514929180876181,5.412617537784214,0.14814814814814814,0.1286907407418354
linucb,policy.linucb.alpha,0.5,adversarial,101,0.17529086698953503,0.040740740740740744,4.317568308482437,4.986055830098021,0.16666666666666666,0.11251000000074614
linucb,policy.linucb.alpha,0.5,adversarial,102,0.19821294333705067,0.037037037037037035,4.5499114921867765,5.344014443020103,0.17037037037037037,0.11107592592549265
linucb,policy.linucb.alpha,0.5,adversarial,103,0.17856403158379738,0.037037037037037035,4.313416366871279,5.405099711891371,0.14814814814814814,0.11328000000061264
linucb,policy.linucb.alpha,0.5,adversarial,104,0.14674630847403228,0.040740740740740744,4.184504363153558,6.1089662405338245,0.16296296296296298,0.1429788888895313
linucb,policy.linucb.alpha,0.5,burst,100,0.17722745201131868,0.007407407407407408,2.8022963747608887,5.232460147445191,0.037037037037037035,0.1329937037026083
linucb,policy.linucb.alpha,0.5,burst,101,0.16888896834135944,0.007407407407407408,2.7892710238413008,5.340094620568426,0.11851851851851852,0.15353592592456758
linucb,policy.linucb.alpha,0.5,burst,102,0.1833407554061092,0.003703703703703704,2.839538031241508,5.314859773370345,0.2814814814814815,0.11914222222228714
linucb,policy.linucb.alpha,0.5,burst,103,0.17045400493747037,0.007407407407407408,2.8297202109384045,5.313830803642148,0.037037037037037035,0.10376370370390002
linucb,policy.linucb.alpha,0.5,burst,104,0.17672530884983226,0.007407407407407408,2.7990390251178723,5.273799594436577,0.040740740740740744,0.10867925925963474
linucb,policy.linucb.alpha,0.5,ramp,100,0.3221617359960355,0.003703703703703704,3.3444334640520936,5.2961379232164285,0.16296296296296298,0.11789592592566367
linucb,policy.linucb.alpha,0.5,ramp,101,0.3262468853702959,0.0,3.341684988880731,5.5000106279488055,0.337037037037037,0.15406962962879756
linucb,policy.linucb.alpha,0.5,ramp,102,0.3133483957402046,0.003703703703703704,3.3089613488601546,5.307142578410466,0.17037037037037037,0.17337259259401586
linucb,policy.linucb.alpha,0.5,ramp,103,0.3126583628023686,0.003703703703703704,3.310302927198959,5.448767922742992,0.23703703703703705,0.10684555555563427
linucb,policy.linucb.alpha,0.5,ramp,104,0.31163135332880254,0.003703703703703704,3.270729698850619,5.498349956069277,0.15925925925925927,0.10642296296328756
linucb,policy.linucb.alpha,0.5,sawtooth,100,0.3351346806353643,0.014814814814814815,3.4461711561345667,5.207933495462839,0.13333333333333333,0.13446296296264235
linucb,policy.linucb.alpha,0.5,sawtooth,101,0.3515185838794007,0.007407407407407408,3.3913435035192374,5.22366054387916,0.07777777777777778,0.12225370370304989
linucb,policy.linucb.alpha,0.5,sawtooth,102,0.3449573585104625,0.011111111111111112,3.4267195968591566,5.229480755017001,0.04814814814814815,0.10761407407400199
linucb,policy.linucb.alpha,0.5,sawtooth,103,0.3430804484678396,0.011111111111111112,3.450584913853468,5.360296891046821,0.12962962962962962,0.11964999999949871
linucb,policy.linucb.alpha,0.5,sawtooth,104,0.34882645964622877,0.011111111111111112,3.5136401969408997,5.3800864013320675,0.29259259259259257,0.14365592592648008
linucb,policy.linucb.alpha,1.0,adversarial,100,0.1636647649798831,0.040740740740740744,4.3304815422495695,5.412617537784214,0.17777777777777778,0.12971740740776264
linucb,policy.linucb.alpha,1.0,adversarial,101,0.1885388531930897,0.044444444444444446,4.5789132164778445,5.529111639930292,0.17777777777777778,0.13370629629479128
linucb,policy.linucb.alpha,1.0,adversarial,102,0.20778036317717663,0.037037037037037035,4.627345670123593,4.907392095768832,0.16666666666666666,0.11480074074054553
linucb,policy.linucb.alpha,1.0,adversarial,103,0.19881948195458182,0.040740740740740744,4.615848581746767,5.119243221917546,0.17777777777777778,0.11210259259299889
linucb,policy.linucb.alpha,1.0,adversarial,104,0.18984621927492104,0.040740740740740744,4.63024906930033,6.170973315681868,0.17407407407407408,0.12051518518416271
linucb,policy.linucb.alpha,1.0,burst,100,0.1559425416135556,0.011111111111111112,2.751055514790119,5.284939102486961,0.14074074074074075,0.10976888889036605
linucb,policy.linucb.alpha,1.0,burst,101,0.17952773563475954,0.003703703703703704,2.7928710378290567,5.277680215950444,0.05185185185185185,0.1532970370367029
linucb,policy.linucb.alpha,1.0,burst,102,0.17172900384158318,0.003703703703703704,2.7773865644124704,5.369911837552514,0.31851851851851853,0.14562185185106366
linucb,policy.linucb.alpha,1.0,burst,103,0.15869043965508028,0.007407407407407408,2.750723487571744,5.315850392815319,0.21851851851851853,0.14350851851940274
linucb,policy.linucb.alpha,1.0,burst,104,0.1586369230665173,0.011111111111111112,2.7446437478968915,5.309098688645109,0.13703703703703704,0.11515481481507306
linucb,policy.linucb.alpha,1.0,ramp,100,0.32047886155081884,0.0,3.3283020133673515,5.517113962670196,0.3,0.1321044444445626
