policy,baseline,scenario,metric,n_paired,mean_delta,ci95_half,ci95_lo,ci95_hi,separated_from_zero
threshold,static_equal,burst,urllc_rtt_p99_ms,10,4.948784180045715,0.15293609345009024,4.795848086595625,5.101720273495805,True
threshold,static_equal,burst,sla_violation_rate,10,0.015555555555555555,0.0011171146483230116,0.014438440907232543,0.016672670203878567,True
threshold,static_equal,burst,embb_goodput_mbps,10,0.10779512734944827,0.01601285253935662,0.09178227481009164,0.12380797988880489,True
threshold,static_equal,burst,be_goodput_mbps,10,-0.12582737931506421,0.007461986073113591,-0.13328936538817782,-0.11836539324195063,True
threshold,static_equal,burst,total_drops,10,394.7,272.3296605747998,122.3703394252002,667.0296605747998,True
threshold,static_equal,burst,guardrail_intervention_rate,10,0.043333333333333335,0.005864851903695812,0.037468481429637525,0.049198185237029145,True
threshold,static_equal,burst,decision_latency_mean_ms,10,0.01156355555543527,0.0012285292365716222,0.010335026318863648,0.012792084792006893,True
threshold,static_equal,burst,decision_latency_p99_ms,10,0.023984299986494755,0.007944252187342992,0.01604004779915176,0.03192855217383775,True
threshold,static_equal,burst,mean_reward,10,-0.04249236030218967,0.004265371170391715,-0.04675773147258139,-0.03822698913179795,True
threshold,static_equal,burst,link_util_mean,10,-0.0018052982135131402,0.0012036312104791824,-0.0030089294239923226,-0.0006016670030339578,True
epsilon_greedy,static_equal,ramp,urllc_rtt_p50_ms,10,0.4980800092176347,0.39305033436695,0.10502967485068465,0.8911303435845848,True
epsilon_greedy,static_equal,ramp,urllc_rtt_p95_ms,10,1.5528536618988347,0.8773855239670272,0.6754681379318075,2.4302391858658616,True
epsilon_greedy,static_equal,ramp,urllc_rtt_p99_ms,10,1.8507033538292408,0.991399534950657,0.8593038188785838,2.842102888779898,True
epsilon_greedy,static_equal,ramp,sla_violation_rate,10,0.0003703703703703704,0.0008378359862422591,-0.00046746561587188867,0.0012082063566126295,False
epsilon_greedy,static_equal,ramp,embb_goodput_mbps,10,0.30240816567081297,0.15751726592228496,0.144890899748528,0.45992543159309796,True
epsilon_greedy,static_equal,ramp,be_goodput_mbps,10,-0.06656230520801447,0.03349348215720351,-0.10005578736521797,-0.03306882305081096,True
epsilon_greedy,static_equal,ramp,total_drops,10,-5302.0,2840.5087984864417,-8142.508798486442,-2461.4912015135583,True
epsilon_greedy,static_equal,ramp,guardrail_intervention_rate,10,0.10444444444444445,0.11204470579614176,-0.007600261351697307,0.2164891502405862,False
epsilon_greedy,static_equal,ramp,decision_latency_mean_ms,10,0.03771688888776298,0.0033026781423006746,0.034414210745462304,0.04101956703006365,True
epsilon_greedy,static_equal,ramp,decision_latency_p99_ms,10,0.0792713999627495,0.024275080179942763,0.05499631978280674,0.10354648014269226,True
epsilon_greedy,static_equal,ramp,mean_reward,10,0.03190591367099955,0.022578248606467653,0.009327665064531896,0.054484162277467205,True
epsilon_greedy,static_equal,ramp,link_util_mean,10,0.02358488311675979,0.012630901394967793,0.010953981721791997,0.036215784511727585,True
epsilon_greedy_pretrained,static_equal,ramp,urllc_rtt_p50_ms,10,0.9155862830786023,0.13945739595734405,0.7761288871212583,1.0550436790359463,True
epsilon_greedy_pretrained,static_equal,ramp,urllc_rtt_p95_ms,10,1.6144125060103274,0.019718394898170448,1.5946941111121569,1.6341309009084979,True
epsilon_greedy_pretrained,static_equal,ramp,urllc_rtt_p99_ms,10,1.624134164742807,0.01653389786644083,1.607600266876366,1.6406680626092478,True
epsilon_greedy_pretrained,static_equal,ramp,sla_violation_rate,10,0.0,0.0,0.0,0.0,False
epsilon_greedy_pretrained,static_equal,ramp,embb_goodput_mbps,10,0.46155805057616106,0.008797856302245067,0.452760194273916,0.4703559068784061,True
epsilon_greedy_pretrained,static_equal,ramp,be_goodput_mbps,10,-0.09202594686568659,0.009894987493391334,-0.10192093435907792,-0.08213095937229525,True
epsilon_greedy_pretrained,static_equal,ramp,total_drops,10,-8304.3,303.20296482892434,-8607.502964828924,-8001.097035171075,True
epsilon_greedy_pretrained,static_equal,ramp,guardrail_intervention_rate,10,0.0,0.0,0.0,0.0,False
epsilon_greedy_pretrained,static_equal,ramp,decision_latency_mean_ms,10,0.03846877777646395,0.001955462229819052,0.0365133155466449,0.040424240006283,True
epsilon_greedy_pretrained,static_equal,ramp,decision_latency_p99_ms,10,0.08336069997974607,0.012461074380732174,0.0708996255990139,0.09582177436047824,True
epsilon_greedy_pretrained,static_equal,ramp,mean_reward,10,0.06184902665164553,0.001562335927649946,0.06028669072399558,0.06341136257929547,True
epsilon_greedy_pretrained,static_equal,ramp,link_util_mean,10,0.0369533516338472,0.001340293798428758,0.03561305783541844,0.03829364543227596,True
linucb,static_equal,ramp,urllc_rtt_p50_ms,10,0.6288557488894533,0.08658149953178622,0.5422742493576671,0.7154372484212395,True
linucb,static_equal,ramp,urllc_rtt_p95_ms,10,2.6931988977750896,0.2993638614450377,2.393835036330052,2.992562759220127,True
linucb,static_equal,ramp,urllc_rtt_p99_ms,10,3.1185252601458098,0.04472074326279569,3.073804516883014,3.1632460034086054,True
linucb,static_equal,ramp,sla_violation_rate,10,0.003333333333333333,0.000837835986242259,0.002495497347091074,0.004171169319575592,True
linucb,static_equal,ramp,embb_goodput_mbps,10,0.4130156236134141,0.01540669321699146,0.39760893039642264,0.42842231683040555,True
linucb,static_equal,ramp,be_goodput_mbps,10,-0.10099989846337025,0.008742243948331375,-0.10974214241170163,-0.09225765451503887,True
linucb,static_equal,ramp,total_drops,10,-7014.7,402.03751828555653,-7416.737518285557,-6612.662481714443,True
linucb,static_equal,ramp,guardrail_intervention_rate,10,0.1911111111111111,0.06129132769122311,0.12981978341988798,0.2524024388023342,True
linucb,static_equal,ramp,decision_latency_mean_ms,10,0.07455592592706575,0.0030968708688945785,0.07145905505817117,0.07765279679596034,True
linucb,static_equal,ramp,decision_latency_p99_ms,10,0.18921479999747967,0.0416837593395608,0.1475310406579189,0.23089855933704045,True
linucb,static_equal,ramp,mean_reward,10,0.038330791092323145,0.0030158864262337785,0.035314904666089365,0.041346677518556925,True
linucb,static_equal,ramp,link_util_mean,10,0.03120119074024872,0.001767322156599724,0.029433868583648996,0.03296851289684844,True
linucb_pretrained,static_equal,ramp,urllc_rtt_p50_ms,10,0.9155862830786023,0.13945739595734405,0.7761288871212583,1.0550436790359463,True
linucb_pretrained,static_equal,ramp,urllc_rtt_p95_ms,10,1.6144125060103274,0.019718394898170448,1.5946941111121569,1.6341309009084979,True
linucb_pretrained,static_equal,ramp,urllc_rtt_p99_ms,10,1.624134164742807,0.01653389786644083,1.607600266876366,1.6406680626092478,True
linucb_pretrained,static_equal,ramp,sla_violation_rate,10,0.0,0.0,0.0,0.0,False
