policy,param,value,scenario,seed,mean_reward,sla_violation_rate,embb_goodput_mbps,urllc_rtt_p95_ms,guardrail_intervention_rate,decision_latency_mean_ms
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,sawtooth,101,0.33207991752902016,0.011111111111111112,3.359026331360734,5.369310056701865,0.15555555555555556,0.0913474074031405
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,sawtooth,102,0.31849276714330027,0.014814814814814815,3.3824259412557782,5.343125276546242,0.1111111111111111,0.07912666666411665
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,sawtooth,103,0.3485509707818753,0.007407407407407408,3.4313349174260326,5.357583870968818,0.24444444444444444,0.09119629629342146
epsilon_greedy,policy.epsilon_greedy.epsilon,0.2,sawtooth,104,0.2943211483003385,0.022222222222222223,3.3741682350736877,6.226038694442853,0.24074074074074073,0.07777555555405881
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,adversarial,100,0.15450318550820985,0.040740740740740744,4.3048433080362685,5.552641050286156,0.15925925925925927,0.08304370370650657
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,adversarial,101,0.12034661061904331,0.05185185185185185,4.234271278640753,6.261319320164459,0.2,0.07228259259330082
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,adversarial,102,0.1396303802930825,0.04814814814814815,4.323505742307094,6.427783932099943,0.2074074074074074,0.09695148147725545
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,adversarial,103,0.15549000203782865,0.044444444444444446,4.427456443178664,5.879784000392628,0.15925925925925927,0.09340740740989767
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,adversarial,104,0.05169484893765017,0.040740740740740744,3.6170111391087447,5.530902583653915,0.16296296296296298,0.0723966666643921
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,burst,100,0.10890208075045783,0.025925925925925925,2.71087077082214,5.467030661300804,0.1814814814814815,0.08846777777551795
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,burst,101,0.08961612292970275,0.02962962962962963,2.617273360445064,6.64388620017304,0.2,0.07087555555800565
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,burst,102,0.13616387250324982,0.014814814814814815,2.725956589124933,5.354764498633868,0.1259259259259259,0.06896481481101512
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,burst,103,0.10571231864761614,0.025925925925925925,2.675665663780067,5.479017639432396,0.17777777777777778,0.069144814811487
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,burst,104,0.12862850694199102,0.018518518518518517,2.670944018854441,5.4071375655452,0.1037037037037037,0.059998518523756234
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,ramp,100,0.20955725551610171,0.02962962962962963,3.0342284137603004,5.711171669026987,0.1925925925925926,0.08162962963153943
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,ramp,101,0.28722948605691373,0.007407407407407408,3.206330746494626,5.537306403695928,0.06666666666666667,0.07622666666806995
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,ramp,102,0.259753954973336,0.014814814814814815,3.122606014015309,5.128318561606711,0.1259259259259259,0.08235111111229411
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,ramp,103,0.22783624312913905,0.018518518518518517,2.977944396441423,5.604743106548789,0.1111111111111111,0.07942777777661494
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,ramp,104,0.28605104866431746,0.007407407407407408,3.1221659649494455,4.259187732435205,0.05555555555555555,0.10818148148035578
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,sawtooth,100,0.3042964808145992,0.018518518518518517,3.322323015000784,5.286349637712112,0.0962962962962963,0.08380111110968587
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,sawtooth,101,0.2750511661759626,0.025925925925925925,3.267014378719503,5.98662406745641,0.2222222222222222,0.07977444444501695
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,sawtooth,102,0.3119254698705346,0.014814814814814815,3.326861774732943,5.392496063667891,0.14444444444444443,0.07032222221857444
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,sawtooth,103,0.32040091121895103,0.011111111111111112,3.286477391567607,5.2764655391622375,0.1037037037037037,0.07595444444632449
epsilon_greedy,policy.epsilon_greedy.epsilon,0.4,sawtooth,104,0.2808320819098094,0.018518518518518517,3.1931514116744015,6.028052538289321,0.17777777777777778,0.07800259259688068
